"id_serial";"novelty_date";"available_date"
"4964";"2016-09-12";"2016-09-21"
"206";"2016-01-16";"2016-09-18"
"5188";"2016-09-13";"2016-09-18"
"4840";"2016-02-09";"2016-09-18"
"5080";"2016-07-27";"2016-09-17"
"4874";"2016-09-03";"2016-09-22"
"5081";"2016-07-27";"2016-09-17"
"5082";"2016-07-27";"2016-09-17"
"5062";"2016-07-02";"2016-09-15"
"5063";"2016-07-02";"2016-09-15"
"5045";"2016-06-08";"2016-09-12"
"4869";"2016-03-02";"2016-09-12"
"4623";"2016-02-02";"2016-09-11"
"4916";"2017-03-03";"2017-09-10"
"1429";"2017-01-13";"2017-09-10"
"4779";"2016-11-22";"2017-09-10"
"5079";"2016-09-02";"2016-09-10"
"5031";"2016-06-10";"2016-09-10"
"4965";"2016-04-29";"2016-09-10"
"4773";"2016-11-22";"2017-09-03"
"4778";"2017-11-15";"2018-08-26"
"5021";"2017-05-19";"2017-09-17"
"5124";"2016-08-24";"2016-09-10"
"5024";"2016-05-31";"2016-12-22"
"4951";"2016-06-04";"2016-09-12"
"4956";"2017-06-06";"2017-09-01"
"5023";"2016-06-01";"2016-08-31"
"4806";"2016-01-20";"2016-08-31"
"5012";"2016-05-26";"2016-08-31"
"5032";"2016-06-02";"2016-08-31"
"5033";"2018-05-24";"2018-09-02"
"5034";"2016-06-03";"2016-08-31"
"5022";"2016-05-31";"2016-08-31"
"4948";"2016-04-16";"2016-08-30"
"4534";"2015-11-25";"2016-08-28"
"4696";"2016-11-22";"2017-08-06"
"5054";"2017-05-11";"2017-09-30"
"4287";"2015-05-22";"2016-08-21"
"5055";"2016-06-15";"2016-09-30"
"5056";"2016-06-15";"2016-10-01"
"5057";"2017-05-11";"2017-09-30"
"3471";"2014-12-04";"2016-08-21"
"5042";"2018-02-16";"2018-07-01"
"4458";"2016-05-20";"2016-08-22"
"4706";"2015-12-05";"2016-08-11"
"4707";"2015-12-05";"2016-08-10"
"5078";"2016-09-09";"2016-09-18"
"4911";"2018-03-05";"2018-08-02"
"4772";"2016-11-22";"2017-07-30"
"502";"2018-02-16";"2018-07-22"
"4937";"2016-04-13";"2016-07-28"
"4734";"2017-02-28";"2017-07-26"
"1513";"2018-01-11";"2018-07-30"
"4963";"2018-01-11";"2018-07-30"
"4668";"2017-05-17";"2017-07-30"
"4703";"2016-02-29";"2016-07-21"
"5044";"2016-06-08";"2016-07-20"
"4643";"2015-12-22";"2016-07-17"
"4647";"2015-12-22";"2016-07-16"
"5052";"2016-06-10";"2016-07-15"
"4972";"2016-05-03";"2016-07-11"
"4975";"2016-05-04";"2016-07-11"
"4809";"2017-09-13";"2018-04-30"
"4371";"2015-12-14";"2016-07-10"
"4967";"2016-05-04";"2016-07-10"
"5051";"2016-06-10";"2016-07-10"
"4704";"2018-02-02";"2018-07-07"
"5053";"2016-06-10";"2016-07-09"
"4711";"2016-01-08";"2016-07-06"
"4683";"2015-12-05";"2016-07-03"
"4662";"2016-03-02";"2016-09-03"
"4901";"2017-05-04";"2017-10-27"
"4945";"2018-05-24";"2018-12-21"
"4664";"2015-11-07";"2016-07-01"
"1250";"2016-05-06";"2016-11-30"
"755";"2016-04-30";"2016-10-10"
"4803";"2016-01-16";"2016-10-30"
"4857";"2016-03-15";"2016-06-30"
"4914";"2016-04-07";"2016-11-30"
"4970";"2016-05-03";"2016-12-20"
"4915";"2016-04-07";"2016-11-30"
"4971";"2016-05-03";"2016-12-20"
"4896";"2016-03-18";"2016-06-30"
"5029";"2016-06-02";"2016-12-20"
"4935";"2016-04-12";"2016-06-30"
"4936";"2016-04-12";"2016-06-30"
"4846";"2016-11-08";"2017-12-20"
"4887";"2016-06-24";"2016-06-30"
"4888";"2016-03-30";"2016-06-30"
"4946";"2018-05-24";"2018-07-02"
"4889";"2016-05-05";"2016-06-30"
"4947";"2018-05-24";"2018-07-02"
"4442";"2016-06-07";"2016-07-11"
"4443";"2016-01-16";"2016-07-06"
"4701";"2016-02-29";"2016-07-17"
"4776";"2016-01-08";"2016-06-26"
"4782";"2017-11-15";"2018-07-01"
"4878";"2016-03-08";"2016-06-25"
"4675";"2016-03-02";"2016-09-17"
"4929";"2016-06-21";"2016-06-22"
"4952";"2016-06-08";"2016-06-22"
"4724";"2016-05-03";"2016-06-22"
"4848";"2016-06-08";"2016-06-22"
"4913";"2016-04-06";"2016-06-21"
"4767";"2016-01-08";"2016-06-18"
"5041";"2016-06-07";"2016-06-18"
"4787";"2016-05-12";"2016-06-19"
"4805";"2016-03-02";"2016-09-17"
"4761";"2016-05-31";"2016-06-18"
"4723";"2015-12-15";"2016-06-18"
"4766";"2018-04-01";"2018-09-08"
"4987";"2016-05-12";"2016-06-17"
"4988";"2016-05-12";"2016-06-17"
"5043";"2018-01-16";"2018-02-11"
"4974";"2016-06-11";"2016-06-17"
"4985";"2016-05-11";"2016-06-15"
"4986";"2016-05-11";"2016-06-15"
"4983";"2016-05-10";"2016-06-15"
"4984";"2016-05-10";"2016-06-15"
"4949";"2016-04-16";"2016-06-14"
"2259";"2017-12-19";"2018-06-12"
"4721";"2015-12-14";"2016-06-14"
"4762";"2016-01-01";"2016-06-14"
"4997";"2016-06-10";"2016-06-14"
"4763";"2016-01-01";"2016-06-14"
"4966";"2016-04-29";"2017-03-30"
"4877";"2016-03-08";"2016-09-19"
"4978";"2016-06-07";"2016-06-13"
"4702";"2016-02-29";"2016-06-12"
"4685";"2018-04-01";"2018-09-15"
"4802";"2017-05-01";"2017-09-23"
"4720";"2018-04-01";"2018-09-22"
"1575";"2016-07-30";"2016-08-31"
"4905";"2016-08-23";"2016-08-27"
"4875";"2016-03-08";"2016-09-23"
"4879";"2016-03-08";"2016-09-19"
"4880";"2016-03-08";"2016-09-19"
"4504";"2016-01-29";"2016-06-05"
"4673";"2018-04-01";"2018-09-15"
"4674";"2017-05-01";"2017-09-23"
"4658";"2018-04-25";"2018-09-08"
"4795";"2017-03-01";"2017-09-30"
"4796";"2018-04-01";"2018-09-29"
"2337";"2018-06-06";"2018-06-09"
"4684";"2017-05-01";"2017-09-23"
"2153";"2016-03-08";"2016-09-23"
"4876";"2016-03-08";"2016-09-23"
"4769";"2016-01-08";"2016-12-20"
"4640";"2016-12-05";"2017-12-20"
"4844";"2016-02-12";"2016-10-01"
"4922";"2016-04-07";"2016-05-31"
"4799";"2018-01-17";"2018-12-20"
"4760";"2018-05-21";"2018-06-07"
"4771";"2016-11-22";"2017-05-28"
"4961";"2016-04-26";"2016-05-29"
"4962";"2016-04-26";"2016-05-29"
"4813";"2016-01-28";"2016-05-29"
"164";"2017-05-01";"2017-09-16"
"4686";"2018-04-01";"2018-09-22"
"4687";"2018-04-01";"2018-09-22"
"4758";"2018-04-01";"2018-09-29"
"4688";"2018-04-01";"2018-09-22"
"4671";"2017-05-01";"2017-09-23"
"4690";"2017-05-01";"2017-09-16"
"4691";"2017-05-01";"2017-09-16"
"677";"2017-07-31";"2017-09-23"
"4811";"2016-03-01";"2016-09-24"
"4842";"2017-09-04";"2017-09-30"
"4812";"2016-03-01";"2016-09-24"
"4699";"2018-04-01";"2018-09-22"
"4815";"2018-03-01";"2018-09-29"
"4800";"2017-06-12";"2017-09-30"
"4659";"2016-03-08";"2016-05-23"
"1256";"2016-11-29";"2017-06-12"
"4294";"2016-09-19";"2017-05-21"
"4794";"2018-04-01";"2018-09-29"
"4989";"2017-11-27";"2018-12-20"
"4413";"2015-11-20";"2016-05-18"
"4797";"2016-01-14";"2016-05-17"
"2386";"2017-03-04";"2017-05-20"
"4953";"2017-04-11";"2017-05-31"
"4954";"2017-04-11";"2017-05-31"
"4535";"2016-02-18";"2016-05-15"
"4976";"2016-05-04";"2016-12-18"
"4412";"2016-04-27";"2016-05-14"
"4677";"2016-03-01";"2016-05-14"
"4678";"2016-03-01";"2016-05-13"
"4682";"2016-04-09";"2016-05-17"
"4410";"2016-03-01";"2016-05-10"
"4411";"2016-03-01";"2016-05-10"
"4396";"2015-12-09";"2016-05-09"
"4939";"2016-06-08";"2016-07-03"
"4383";"2015-07-15";"2016-05-09"
"4735";"2015-12-18";"2016-09-23"
"4395";"2016-03-01";"2016-05-08"
"1751";"2016-02-01";"2016-05-08"
"4775";"2016-11-22";"2017-05-21"
"3716";"2015-12-03";"2016-09-10"
"2977";"2016-10-12";"2017-09-16"
"4736";"2017-11-20";"2018-12-16"
"4737";"2015-12-17";"2016-12-20"
"4895";"2016-03-24";"2016-12-15"
"4931";"2016-04-09";"2016-12-20"
"4738";"2016-11-04";"2017-12-16"
"4932";"2016-11-11";"2017-12-23"
"4756";"2017-08-30";"2017-12-20"
"4933";"2016-11-11";"2017-12-23"
"4757";"2017-11-16";"2018-12-20"
"4934";"2016-11-11";"2017-12-23"
"4676";"2016-11-11";"2017-12-23"
"4743";"2017-10-13";"2018-12-21"
"4744";"2017-10-13";"2018-12-21"
"4906";"2016-08-26";"2016-10-31"
"4745";"2017-10-13";"2018-12-21"
"4907";"2017-12-06";"2018-03-29"
"4746";"2017-10-13";"2018-12-21"
"4910";"2016-11-23";"2017-10-31"
"4563";"2015-09-22";"2016-05-13"
"4897";"2016-03-18";"2016-04-27"
"4884";"2016-03-11";"2016-04-27"
"4814";"2016-01-29";"2016-07-31"
"4718";"2016-09-23";"2016-12-04"
"4739";"2017-10-10";"2018-09-16"
"4740";"2017-10-10";"2018-12-16"
"4774";"2017-11-15";"2018-05-06"
"4741";"2017-10-10";"2018-12-16"
"4476";"2016-02-18";"2016-04-24"
"4742";"2017-10-10";"2018-12-16"
"4872";"2017-09-21";"2018-05-01"
"4708";"2018-05-17";"2019-04-23"
"1283";"2017-09-21";"2018-05-01"
"4506";"2015-12-22";"2016-04-19"
"4858";"2016-03-01";"2016-04-18"
"4859";"2016-03-01";"2016-04-18"
"4862";"2016-02-26";"2016-04-18"
"4385";"2017-10-27";"2018-04-23"
"4837";"2016-02-25";"2016-04-17"
"4646";"2018-03-20";"2018-09-23"
"4930";"2016-11-11";"2017-12-15"
"4712";"2016-11-18";"2017-04-30"
"4564";"2015-09-22";"2016-04-12"
"4477";"2017-06-14";"2017-11-07"
"4573";"2016-01-30";"2016-04-10"
"2789";"2015-09-22";"2016-04-10"
"4429";"2017-05-25";"2018-04-08"
"4420";"2015-10-01";"2016-04-09"
"4899";"2016-03-22";"2016-04-07"
"4669";"2016-10-12";"2017-04-02"
"4689";"2015-11-20";"2016-04-05"
"3949";"2016-10-12";"2017-04-04"
"4520";"2015-09-09";"2016-05-02"
"4625";"2015-10-22";"2016-04-03"
"4360";"2015-07-03";"2016-04-03"
"4788";"2018-01-23";"2018-12-18"
"4827";"2016-10-12";"2017-03-31"
"4622";"2017-11-14";"2018-12-20"
"4833";"2017-02-14";"2017-03-31"
"4637";"2016-12-13";"2016-12-22"
"4834";"2017-02-14";"2017-03-31"
"4624";"2017-11-14";"2018-12-20"
"4609";"2018-06-18";"2018-12-20"
"4610";"2017-11-13";"2018-12-20"
"4611";"2017-11-13";"2018-11-01"
"4612";"2017-11-13";"2018-12-20"
"4615";"2016-02-26";"2016-12-20"
"4616";"2017-11-14";"2018-11-01"
"4618";"2017-11-14";"2018-12-20"
"4619";"2017-12-13";"2018-12-20"
"4620";"2017-11-14";"2018-12-20"
"4636";"2016-12-13";"2016-12-22"
"4595";"2018-01-16";"2018-04-04"
"4770";"2017-02-02";"2017-04-17"
"4574";"2016-02-10";"2016-03-29"
"4562";"2015-11-01";"2016-03-28"
"4536";"2015-11-01";"2016-03-28"
"4826";"2016-02-04";"2016-03-28"
"4828";"2016-02-04";"2016-03-28"
"2115";"2018-01-11";"2018-04-02"
"4830";"2018-01-15";"2018-04-02"
"4424";"2015-07-29";"2016-03-28"
"4870";"2017-04-06";"2017-04-17"
"4832";"2017-01-27";"2017-04-17"
"4672";"2018-05-18";"2018-11-10"
"4655";"2015-11-25";"2016-03-27"
"4867";"2016-03-01";"2016-03-28"
"4849";"2016-02-17";"2016-03-27"
"4785";"2017-02-08";"2017-04-01"
"4428";"2015-07-29";"2016-03-26"
"4829";"2016-10-12";"2017-03-25"
"4831";"2017-01-26";"2017-03-27"
"4649";"2017-11-10";"2018-12-19"
"4635";"2018-04-18";"2018-09-30"
"4663";"2015-11-12";"2016-06-30"
"4653";"2017-11-27";"2018-12-20"
"4694";"2016-09-28";"2017-03-24"
"4695";"2016-09-28";"2017-03-24"
"4786";"2017-02-08";"2017-03-29"
"4784";"2017-12-13";"2018-03-28"
"4789";"2016-01-13";"2016-03-22"
"4823";"2016-02-03";"2016-03-22"
"4885";"2016-03-11";"2016-03-24"
"4783";"2016-02-12";"2016-04-30"
"4567";"2015-09-24";"2016-12-25"
"4765";"2016-01-08";"2016-03-20"
"4417";"2017-08-11";"2018-02-23"
"4871";"2016-03-03";"2016-03-18"
"4475";"2015-12-01";"2016-03-16"
"4631";"2017-10-12";"2018-12-15"
"4498";"2015-08-29";"2016-03-14"
"4501";"2016-01-13";"2016-03-14"
"4322";"2015-06-13";"2016-03-13"
"4705";"2016-03-05";"2016-03-13"
"4617";"2015-10-17";"2016-03-13"
"4494";"2015-08-28";"2016-03-12"
"4850";"2016-06-08";"2016-07-01"
"4497";"2015-12-24";"2016-03-07"
"4500";"2015-08-29";"2016-03-07"
"4759";"2016-02-24";"2016-03-06"
"4603";"2015-10-14";"2016-03-05"
"4717";"2017-03-29";"2017-11-30"
"4645";"2017-11-30";"2018-12-20"
"4821";"2016-02-02";"2016-04-09"
"4820";"2016-02-02";"2016-02-21"
"4825";"2016-02-04";"2016-02-21"
"4819";"2016-02-02";"2016-02-14"
"4697";"2017-11-23";"2017-12-29"
"4728";"2016-08-11";"2016-09-11"
"4387";"2015-07-16";"2016-02-03"
"4390";"2016-02-04";"2016-03-26"
"4426";"2015-12-19";"2016-01-31"
"3177";"2016-08-10";"2017-01-29"
"4692";"2017-02-22";"2017-04-13"
"4693";"2017-02-22";"2017-04-13"
"4441";"2015-12-22";"2016-01-31"
"4370";"2017-12-11";"2018-01-28"
"4576";"2015-09-26";"2016-04-30"
"4577";"2016-09-09";"2017-04-30"
"4661";"2016-01-15";"2016-02-01"
"2273";"2017-12-30";"2018-01-22"
"4804";"2016-03-22";"2016-12-20"
"4710";"2018-06-01";"2018-11-25"
"4589";"2015-10-03";"2016-04-30"
"4651";"2017-12-01";"2017-12-17"
"4578";"2016-09-09";"2017-04-30"
"4579";"2016-12-30";"2017-04-30"
"4648";"2017-11-10";"2018-12-19"
"4650";"2017-11-10";"2018-12-19"
"1976";"2017-10-03";"2018-12-21"
"4346";"2017-11-02";"2018-01-03"
"4593";"2015-12-16";"2016-01-03"
"4432";"2015-09-18";"2016-01-03"
"4435";"2015-08-11";"2016-01-03"
"4597";"2016-10-15";"2017-01-01"
"4565";"2015-09-22";"2016-01-03"
"1696";"2016-08-31";"2017-01-01"
"4422";"2016-09-10";"2017-01-04"
"4403";"2015-09-18";"2016-01-03"
"4425";"2015-09-18";"2016-01-03"
"4508";"2015-11-26";"2016-01-04"
"4464";"2015-08-19";"2016-01-02"
"4557";"2015-09-19";"2016-01-02"
"4545";"2017-08-03";"2018-01-02"
"1003";"2014-09-22";"2016-01-02"
"4431";"2017-08-25";"2018-01-03"
"4468";"2016-10-15";"2017-01-02"
"4561";"2015-09-19";"2016-01-03"
"2451";"2017-10-30";"2018-01-02"
"4547";"2017-08-03";"2018-01-02"
"4515";"2015-10-31";"2016-01-02"
"4434";"2017-08-25";"2018-01-03"
"4517";"2015-09-04";"2016-01-02"
"4549";"2017-08-03";"2018-01-02"
"4629";"2017-09-22";"2018-01-06"
"1740";"2015-09-18";"2016-01-03"
"4551";"2017-08-03";"2018-01-02"
"4437";"2016-08-24";"2017-01-03"
"1302";"2017-09-21";"2018-01-02"
"4553";"2017-08-03";"2018-01-02"
"4584";"2015-10-02";"2016-01-02"
"4521";"2015-12-02";"2016-01-02"
"4525";"2015-12-02";"2016-01-02"
"4555";"2017-07-17";"2018-01-02"
"4556";"2015-09-19";"2016-01-02"
"4602";"2015-10-24";"2016-01-02"
"4542";"2017-08-28";"2018-01-03"
"4543";"2017-08-30";"2018-01-03"
"4572";"2015-11-26";"2016-01-03"
"4591";"2015-10-06";"2016-01-03"
"4560";"2015-09-19";"2016-01-02"
"1839";"2015-09-18";"2016-01-02"
"3218";"2017-09-07";"2018-01-02"
"2668";"2015-09-23";"2016-01-01"
"4599";"2015-10-10";"2016-01-03"
"4633";"2015-10-24";"2016-01-03"
"4482";"2017-08-30";"2018-01-03"
"4463";"2016-11-14";"2017-01-02"
"4569";"2016-09-17";"2017-01-03"
"4138";"2015-02-12";"2015-12-31"
"533";"2014-09-22";"2015-12-31"
"4124";"2017-10-18";"2018-12-31"
"250";"2014-09-22";"2015-12-31"
"16";"2015-02-12";"2015-12-31"
"1492";"2014-09-22";"2015-12-31"
"4656";"2015-11-05";"2015-12-30"
"4657";"2015-11-05";"2015-12-30"
"4538";"2015-09-18";"2015-12-30"
"4539";"2015-09-18";"2016-01-01"
"2508";"2015-09-04";"2015-12-29"
"2524";"2015-09-04";"2015-12-29"
"4321";"2015-09-02";"2015-12-29"
"4430";"2017-08-25";"2017-12-29"
"2490";"2015-10-31";"2015-12-29"
"4512";"2015-10-06";"2015-12-29"
"4514";"2015-10-09";"2015-12-29"
"4433";"2017-08-25";"2017-12-29"
"4436";"2016-08-24";"2016-12-29"
"4598";"2015-10-10";"2015-12-29"
"4698";"2015-12-02";"2015-12-29"
"4546";"2017-08-03";"2017-12-29"
"4423";"2015-09-18";"2015-12-28"
"4541";"2017-08-04";"2017-12-29"
"3209";"2017-08-11";"2017-12-28"
"4452";"2017-08-04";"2017-12-26"
"4575";"2015-09-26";"2015-12-27"
"4594";"2018-03-06";"2018-10-31"
"4719";"2015-12-11";"2015-12-27"
"4596";"2017-09-07";"2017-12-27"
"4479";"2017-10-23";"2018-04-15"
"4632";"2015-10-30";"2015-12-27"
"3871";"2015-09-30";"2015-12-27"
"4401";"2015-09-18";"2015-12-27"
"2666";"2015-09-24";"2015-12-28"
"3147";"2017-09-08";"2017-12-27"
"4530";"2015-09-18";"2015-12-26"
"4544";"2017-08-03";"2017-12-29"
"3216";"2017-09-07";"2017-12-27"
"4548";"2017-08-03";"2017-12-29"
"3996";"2014-11-24";"2015-12-26"
"4550";"2017-08-03";"2017-12-29"
"4552";"2017-08-03";"2017-12-29"
"4554";"2017-07-17";"2017-12-29"
"4568";"2016-10-01";"2016-12-27"
"4700";"2015-12-01";"2015-12-26"
"4628";"2017-09-22";"2017-12-26"
"4634";"2015-10-24";"2015-12-27"
"4228";"2017-11-24";"2018-12-24"
"4230";"2017-11-24";"2018-12-24"
"4231";"2017-11-24";"2018-12-20"
"4282";"2017-11-28";"2018-12-20"
"4232";"2017-11-24";"2018-12-20"
"4283";"2017-11-28";"2018-12-20"
"4382";"2015-07-12";"2015-12-23"
"3975";"2015-03-27";"2015-12-23"
"4023";"2017-11-28";"2018-03-29"
"4485";"2017-01-05";"2017-11-30"
"4487";"2017-12-11";"2018-11-30"
"4722";"2015-12-15";"2015-12-22"
"4421";"2016-09-10";"2017-09-17"
"4558";"2015-09-19";"2015-12-21"
"4559";"2015-09-19";"2015-12-21"
"4204";"2015-04-09";"2015-12-21"
"4116";"2018-01-02";"2018-12-20"
"4604";"2015-10-15";"2015-12-20"
"4117";"2018-01-02";"2018-12-20"
"4173";"2016-05-24";"2016-12-20"
"4192";"2015-04-02";"2015-12-20"
"3830";"2017-10-05";"2018-12-22"
"1642";"2015-11-05";"2016-12-20"
"4193";"2015-04-02";"2015-12-20"
"4260";"2018-02-27";"2018-12-22"
"3850";"2017-10-05";"2018-12-22"
"4037";"2015-11-05";"2016-12-20"
"4450";"2015-10-02";"2015-12-20"
"3165";"2015-10-20";"2016-12-20"
"4005";"2015-11-05";"2016-12-20"
"3167";"2017-10-03";"2018-12-20"
"4199";"2016-12-07";"2016-12-20"
"46";"2016-05-13";"2016-12-20"
"3168";"2015-10-20";"2016-12-20"
"4455";"2015-11-05";"2016-12-20"
"4456";"2015-11-05";"2016-12-20"
"4012";"2015-11-05";"2016-12-20"
"4013";"2015-11-05";"2016-12-20"
"4095";"2017-10-03";"2018-12-20"
"3291";"2017-11-30";"2018-12-20"
"4519";"2016-03-24";"2016-12-15"
"270";"2017-10-03";"2019-01-03"
"4098";"2017-07-07";"2017-12-20"
"4102";"2016-10-11";"2017-12-20"
"4183";"2017-02-08";"2017-12-20"
"4235";"2016-09-14";"2016-12-20"
"4002";"2016-02-12";"2016-12-20"
"4080";"2015-11-05";"2016-12-20"
"4103";"2017-10-03";"2018-12-20"
"4111";"2018-01-02";"2018-12-20"
"4184";"2017-02-08";"2017-12-20"
"4074";"2015-01-08";"2015-12-20"
"4081";"2015-11-05";"2016-12-20"
"4104";"2017-11-30";"2018-12-30"
"4114";"2015-12-19";"2016-12-20"
"4185";"2017-02-08";"2017-12-20"
"4462";"2017-02-08";"2017-12-20"
"4075";"2015-09-15";"2015-12-20"
"4105";"2017-10-03";"2018-12-20"
"4115";"2018-01-02";"2018-12-20"
"4186";"2017-02-08";"2017-12-20"
"4316";"2016-01-13";"2016-12-20"
"4351";"2015-07-01";"2015-12-20"
"4404";"2017-10-06";"2018-12-17"
"573";"2016-08-25";"2017-04-30"
"577";"2015-10-01";"2016-04-16"
"4590";"2015-10-03";"2015-12-18"
"4472";"2015-10-01";"2016-03-31"
"4626";"2018-02-19";"2018-12-15"
"4630";"2017-10-12";"2018-12-15"
"3974";"2015-05-27";"2015-12-13"
"4467";"2016-08-26";"2017-10-01"
"1273";"2015-09-19";"2015-12-11"
"4529";"2015-09-10";"2015-12-06"
"4418";"2015-10-01";"2016-04-09"
"1996";"2015-07-11";"2015-12-03"
"4528";"2017-08-11";"2017-11-30"
"4465";"2015-08-19";"2015-11-30"
"4466";"2015-08-19";"2015-11-30"
"1163";"2015-05-30";"2015-11-30"
"4526";"2015-09-10";"2015-11-30"
"1995";"2015-03-14";"2015-11-29"
"4585";"2016-09-17";"2016-12-04"
"858";"2018-06-05";"2018-11-25"
"4586";"2015-10-02";"2015-11-29"
"4587";"2015-10-02";"2015-11-29"
"4588";"2015-10-02";"2015-11-29"
"4312";"2015-08-07";"2015-11-23"
"4289";"2015-10-02";"2015-12-15"
"4334";"2018-06-07";"2018-11-16"
"1073";"2018-02-14";"2018-02-24"
"4179";"2015-06-10";"2015-11-23"
"855";"2015-05-27";"2015-11-17"
"4580";"2015-10-02";"2015-11-17"
"4089";"2015-08-11";"2015-11-16"
"4174";"2015-03-25";"2015-11-22"
"1446";"2018-03-22";"2018-11-11"
"4509";"2015-11-05";"2015-11-15"
"4453";"2016-02-12";"2016-04-14"
"347";"2015-05-21";"2015-11-15"
"4398";"2015-08-11";"2015-11-15"
"4399";"2016-03-30";"2016-04-14"
"4328";"2017-09-22";"2018-04-29"
"4329";"2017-09-22";"2018-04-29"
"4330";"2018-06-12";"2018-10-25"
"4331";"2017-09-21";"2018-04-29"
"4332";"2015-08-25";"2016-03-26"
"4307";"2016-01-29";"2016-09-23"
"4308";"2017-06-14";"2017-11-01"
"4381";"2016-05-12";"2016-11-03"
"4353";"2016-09-07";"2016-11-09"
"3886";"2014-10-03";"2015-11-02"
"4533";"2015-09-12";"2015-11-01"
"3922";"2015-08-20";"2015-11-01"
"4203";"2015-04-09";"2015-12-21"
"4400";"2015-07-29";"2016-04-02"
"4210";"2017-02-03";"2017-08-31"
"4241";"2015-04-30";"2015-10-31"
"4243";"2017-02-03";"2017-12-20"
"1131";"2015-05-06";"2015-10-31"
"2863";"2014-10-03";"2015-10-31"
"3866";"2014-10-03";"2015-10-31"
"3783";"2014-09-22";"2015-10-31"
"4566";"2015-09-22";"2015-12-18"
"4182";"2015-03-28";"2015-10-31"
"4344";"2015-06-27";"2015-12-20"
"4345";"2015-06-27";"2015-12-20"
"4460";"2015-09-08";"2015-10-31"
"4481";"2016-04-07";"2016-05-31"
"4369";"2017-02-03";"2017-08-31"
"2425";"2015-04-01";"2015-10-30"
"1918";"2014-10-03";"2015-10-30"
"2101";"2014-10-03";"2015-10-30"
"4352";"2016-09-07";"2016-11-03"
"4106";"2015-04-01";"2015-10-28"
"4518";"2015-09-08";"2015-10-28"
"4338";"2016-09-07";"2016-11-01"
"1150";"2017-11-15";"2018-11-04"
"4290";"2015-10-02";"2015-12-15"
"4305";"2016-11-04";"2017-12-15"
"4532";"2015-09-11";"2015-10-23"
"4607";"2015-10-16";"2015-12-17"
"4600";"2015-10-10";"2015-10-22"
"4315";"2016-01-10";"2017-01-02"
"4386";"2016-12-29";"2017-04-10"
"4367";"2018-01-23";"2018-10-29"
"4409";"2015-07-24";"2015-10-18"
"4324";"2015-06-19";"2015-10-18"
"4007";"2017-11-15";"2018-10-28"
"4483";"2015-08-28";"2015-12-20"
"4570";"2015-09-24";"2015-12-18"
"4454";"2017-07-24";"2017-12-14"
"4347";"2018-06-27";"2018-10-11"
"4392";"2017-07-31";"2018-01-17"
"4393";"2017-07-24";"2017-12-20"
"4384";"2016-11-28";"2017-04-10"
"4406";"2016-01-31";"2016-05-01"
"3987";"2015-06-17";"2015-10-11"
"1245";"2016-01-08";"2016-10-16"
"4377";"2017-10-20";"2018-04-07"
"4366";"2017-08-10";"2018-02-20"
"4389";"2015-11-13";"2016-04-09"
"4376";"2017-08-09";"2018-04-07"
"4480";"2017-01-18";"2017-04-12"
"4368";"2018-02-23";"2018-04-05"
"4391";"2017-07-24";"2017-12-22"
"4447";"2017-08-16";"2018-04-07"
"4375";"2017-09-08";"2018-01-05"
"3986";"2015-06-17";"2015-10-05"
"3880";"2015-01-07";"2015-10-26"
"4527";"2015-09-10";"2015-10-05"
"983";"2015-04-01";"2015-10-04"
"3958";"2015-06-17";"2015-10-04"
"3921";"2015-08-20";"2015-10-02"
"4310";"2017-06-14";"2017-10-09"
"463";"2017-12-15";"2018-02-14"
"4444";"2017-09-04";"2018-04-06"
"4373";"2015-09-09";"2015-09-30"
"4378";"2017-02-03";"2017-08-31"
"4379";"2017-02-03";"2017-08-31"
"4380";"2016-03-23";"2016-09-30"
"95";"2015-03-14";"2015-09-30"
"4503";"2015-10-23";"2015-11-25"
"56";"2015-03-01";"2015-09-29"
"96";"2018-03-20";"2018-10-01"
"857";"2014-11-28";"2015-09-27"
"3959";"2015-06-17";"2015-09-27"
"4317";"2015-08-11";"2015-09-25"
"3916";"2015-08-20";"2015-09-25"
"3984";"2015-06-17";"2015-09-25"
"3920";"2015-08-20";"2015-09-25"
"1252";"2017-12-19";"2018-09-18"
"4016";"2017-08-21";"2017-09-30"
"3917";"2015-06-17";"2015-09-21"
"3919";"2015-06-17";"2015-09-21"
"4440";"2015-08-08";"2015-09-21"
"4405";"2015-07-23";"2015-09-20"
"3915";"2015-06-17";"2015-09-20"
"854";"2017-11-14";"2018-09-16"
"3918";"2015-06-17";"2015-09-20"
"2613";"2018-03-20";"2018-09-23"
"4414";"2015-07-25";"2015-09-20"
"4416";"2015-07-25";"2015-09-20"
"3957";"2015-04-01";"2015-09-16"
"2838";"2015-06-04";"2015-09-15"
"4493";"2015-12-09";"2016-04-26"
"4499";"2016-03-22";"2016-04-06"
"4457";"2015-10-14";"2015-12-18"
"4337";"2015-08-26";"2015-09-13"
"4279";"2018-01-04";"2018-09-18"
"4281";"2017-10-05";"2018-04-30"
"4323";"2017-09-15";"2018-04-30"
"532";"2018-02-16";"2018-09-09"
"4248";"2015-05-01";"2015-09-13"
"4484";"2015-08-26";"2015-09-12"
"4496";"2016-03-03";"2016-10-28"
"4129";"2015-02-06";"2015-09-11"
"4057";"2015-06-25";"2015-09-07"
"4058";"2015-04-01";"2015-09-07"
"456";"2017-05-18";"2017-09-04"
"4084";"2015-04-01";"2015-09-07"
