"id_serial";"id_typ";"strava";"doprava";"ubytovani";"ubytovani_kategorie";"zeme";"destinace";"AVG(prumerna_cena)";"AVG(prumerna_cena_noc)";"AVG(delka)"
"5971";"4";"1";"1";"7";"0.00";"Formule 1";"Čína";"1.0000";"1.0000";"1.0000"
"6172";"3";"3";"1";"7";"4.00";"Česká republika";"Luhačovice";"4320.0000";"1080.0000";"5.0000"
"6164";"3";"3";"1";"0";"3.00";"Slovensko";"Trenčianské Teplice";"3290.0000";"1096.0000";"4.0000"
"5791";"4";"1";"3";"6";"2.00";"Tenis";"Miami Open";"39990.0000";"9997.0000";"5.0000"
"6066";"3";"3";"1";"0";"3.50";"Česká republika";"Luhačovice";"4420.0000";"884.0000";"6.0000"
"5906";"3";"3";"1";"0";"3.00";"Slovensko";"Velký Meder";"3645.0000";"1215.0000";"4.0000"
"5908";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"4143.0000";"1381.0000";"4.0000"
"6026";"3";"2";"1";"7";"0.00";"Slovensko";"Liptovský Mikuláš";"2858.0000";"714.0000";"5.0000"
"6114";"3";"3";"1";"0";"3.00";"Česká republika:Česká republika, víkendové pobyty";"Libverda";"3133.0000";"783.0000";"5.0000"
"6128";"5";"3";"1";"6";"3.00";"Rakousko";;"5950.0000";"1983.0000";"4.0000"
"6129";"3";"2";"1";"7";"4.00";"Slovensko";"Bešeňová";"5018.0000";"1673.0000";"4.0000"
"6144";"7";"3";"1";"6";"2.00";"Slovensko";"Nízké Tatry";"4570.0000";"1142.0000";"5.0000"
"5790";"4";"1";"3";"6";"2.00";"Tenis";"Miami Open";"41990.0000";"10497.0000";"5.0000"
"5939";"4";"2";"3";"6";"2.00";"Dostihy";"Spojené Arabské Emiráty";"31490.0000";"10496.0000";"4.0000"
"6094";"3";"3";"1";"0";"4.00";"Slovensko";"Rajecké Teplice";"7868.0000";"2622.0000";"4.0000"
"6145";"7";"3";"1";"6";"1.00";"Slovensko";"Nízké Tatry";"4540.0000";"1135.0000";"5.0000"
"6146";"7";"3";"1";"6";"2.00";"Slovensko";"Nízké Tatry";"6290.0000";"1572.0000";"5.0000"
"6159";"3";"2";"1";"0";"0.00";"Slovensko";"Dunajská Streda";"8985.0000";"2995.0000";"4.0000"
"5881";"4";"1";"1";"7";"0.00";"Dostihy";"Spojené Arabské Emiráty";"1.0000";"1.0000";"1.0000"
"5891";"4";"1";"1";"7";"0.00";"Dostihy";"Spojené Arabské Emiráty";"8942.0000";"8942.0000";"1.0000"
"5977";"3";"3";"1";"7";"0.00";"Česká republika";"Poděbrady";"4351.6667";"621.6667";"8.0000"
"5978";"3";"3";"1";"0";"0.00";"Česká republika";"Lázně Bělohrad";"10656.0000";"1522.2000";"8.0000"
"5979";"3";"3";"1";"0";"0.00";"Česká republika";"Lázně Bělohrad";"11240.0000";"1605.6000";"8.0000"
"5980";"3";"3";"1";"0";"0.00";"Česká republika";"Lázně Bělohrad";"8746.0000";"1749.2000";"6.0000"
"5981";"3";"3";"1";"0";"0.00";"Česká republika";"Třeboň";"11000.0000";"1832.8333";"7.0000"
"6017";"3";"3";"1";"7";"0.00";"Česká republika";"Lázně Bohdaneč";"3744.6000";"1872.4000";"3.0000"
"6018";"3";"4";"1";"7";"0.00";"Česká republika";"Lázně Bohdaneč";"12860.6000";"1836.8000";"8.0000"
"6019";"3";"3";"1";"7";"0.00";"Česká republika";"Lázně Bohdaneč";"5254.0000";"1751.4000";"4.0000"
"6020";"3";"3";"1";"7";"0.00";"Česká republika";"Lázně Bohdaneč";"7446.0000";"2481.6000";"4.0000"
"6021";"3";"2";"1";"7";"0.00";"Česká republika";"Lázně Bohdaneč";"1055.0000";"1055.0000";"2.0000"
"6048";"3";"3";"1";"0";"0.00";"Česká republika";"Slatinice";"2100.0000";"700.0000";"4.0000"
"6063";"3";"3";"1";"0";"3.00";"Slovensko";"Turčianské Teplice";"1795.0000";"898.0000";"3.0000"
"6080";"3";"3";"1";"6";"3.00";"Slovensko";"Dunajská Streda";"3760.0000";"752.0000";"6.0000"
"6131";"3";"3";"1";"0";"4.00";"Česká republika";"Teplice nad Bečvou";"4923.0000";"1230.0000";"5.0000"
"6132";"3";"3";"1";"0";"4.00";"Česká republika";"Teplice nad Bečvou";"5980.0000";"996.0000";"7.0000"
"6133";"3";"3";"1";"0";"0.00";"Česká republika";"Teplice nad Bečvou";"4755.0000";"1188.0000";"5.0000"
"6134";"3";"3";"1";"0";"0.00";"Česká republika";"Teplice nad Bečvou";"5740.0000";"956.0000";"7.0000"
"5789";"4";"1";"3";"6";"2.00";"Tenis";"Miami Open";"40790.0000";"10197.0000";"5.0000"
"5895";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"3877.2222";"1291.8889";"4.0000"
"5896";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"5740.0000";"1148.0000";"6.0000"
"5897";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"7680.0000";"1097.0000";"8.0000"
"5898";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"2803.3333";"1402.0000";"3.0000"
"5899";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"4822.0000";"1205.3333";"5.0000"
"5900";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"6816.8750";"1136.0000";"7.0000"
"5901";"3";"3";"1";"0";"3.00";"Slovensko";"Velký Meder";"3728.3333";"1242.3333";"4.0000"
"5902";"3";"3";"1";"0";"3.00";"Slovensko";"Velký Meder";"4826.6667";"1206.6667";"5.0000"
"5903";"3";"3";"1";"0";"3.00";"Slovensko";"Velký Meder";"5606.6667";"1121.3333";"6.0000"
"5904";"3";"3";"1";"0";"3.00";"Slovensko";"Velký Meder";"6816.8750";"1136.0000";"7.0000"
"5905";"3";"3";"1";"0";"3.00";"Slovensko";"Velký Meder";"7680.0000";"1097.0000";"8.0000"
"5935";"3";"4";"1";"7";"0.00";"Slovensko";"Sliač";"5180.0000";"1037.7500";"9.0000"
"5948";"3";"3";"1";"0";"3.00";"Slovensko";"Bojnice";"3801.8182";"760.3636";"6.0000"
"5949";"3";"3";"1";"0";"3.00";"Slovensko";"Bojnice";"3640.0000";"872.4000";"5.2000"
"5997";"3";"3";"1";"0";"3.00";"Slovensko";"Rajecké Teplice";"4680.0000";"1559.5000";"4.0000"
"5998";"3";"3";"1";"0";"3.00";"Slovensko";"Rajecké Teplice";"6243.5000";"1560.5000";"5.0000"
"6001";"3";"3";"1";"7";"0.00";"Slovensko";"Kúpele Lúčky";"8790.0000";"1758.0000";"6.0000"
"6022";"3";"2";"1";"0";"4.00";"Slovensko";"Trenčianské Teplice";"1506.0000";"1506.0000";"2.0000"
"6047";"3";"3";"1";"6";"3.00";"Slovensko";"Piešťany";"3820.5000";"955.0000";"5.0000"
"6058";"3";"3";"1";"7";"0.00";"Slovensko";"Kúpele Lúčky";"6773.0000";"1129.0000";"7.0000"
"6067";"3";"3";"1";"0";"3.00";"Slovensko";"Trenčianské Teplice";"8590.0000";"1227.0000";"8.0000"
"6106";"3";"3";"1";"0";"3.00";"Slovensko";"Štúrovo";"1768.0000";"884.0000";"3.0000"
"6115";"3";"3";"1";"0";"3.00";"Česká republika:Česká republika, víkendové pobyty";"Libverda";"2119.0000";"654.1000";"4.8000"
"6116";"3";"3";"1";"0";"3.00";"Česká republika:Česká republika, víkendové pobyty";"Libverda";"1465.0000";"670.2000";"4.0000"
"6117";"3";"3";"1";"0";"3.00";"Česká republika:Česká republika, víkendové pobyty";"Libverda";"3333.8000";"627.5000";"6.7000"
"6118";"3";"3";"1";"0";"3.00";"Česká republika";"Libverda";"10537.0588";"1430.9412";"8.5882"
"6158";"3";"2";"1";"6";"2.00";"Slovensko";"Velký Meder";"728.0000";"728.0000";"2.0000"
"5762";"3";"2";"1";"7";"0.00";"Slovensko";"Nový Smokovec";"2043.5000";"680.7500";"4.0000"
"5766";"3";"4";"1";"7";"0.00";"Slovensko";"Nový Smokovec";"8438.7500";"844.0000";"11.0000"
"6000";"3";"3";"1";"0";"4.00";"Slovensko";"Rajecké Teplice";"8940.8000";"2526.5000";"6.0000"
"5737";"4";"2";"3";"6";"3.00";"Krasobruslení";;"9990.0000";"1665.0000";"7.0000"
"5760";"4";"1";"3";"7";"3.00";"Hokej:Tenis:USA";"Miami Open:NHL:NHL s průvodcem";"39990.0000";"7998.0000";"6.0000"
"5788";"4";"1";"3";"6";"2.00";"Tenis";"Miami Open";"39990.0000";"9997.0000";"5.0000"
"5598";"4";"1";"1";"7";"0.00";"Krasobruslení";;"1.0000";"0.0000";"7.0000"
"5736";"4";"1";"1";"7";"0.00";"Krasobruslení";"Mistrovství Světa v krasobruslení";"23594.6667";"5898.3333";"5.0000"
"6142";"2";"2";"3";"6";"2.00";"Indie";;"22760.3704";"3539.0370";"7.4444"
"6168";"3";"3";"1";"7";"0.00";"Slovensko";"Patince";"2264.0000";"943.0000";"3.5000"
"5787";"4";"1";"3";"6";"2.00";"Tenis";"Miami Open";"38490.0000";"9622.0000";"5.0000"
"5950";"4";"2";"3";"6";"2.00";"Krasobruslení";"Mistrovství světa v krasobruslení";"10674.4444";"5337.3333";"3.0000"
"6167";"3";"3";"1";"7";"0.00";"Slovensko";"Patince";"1596.0000";"798.0000";"3.0000"
"5947";"4";"2";"3";"6";"2.00";"Krasobruslení";"Mistrovství světa v krasobruslení";"9132.8571";"9132.8571";"2.0000"
"5956";"4";"2";"3";"6";"2.00";"Krasobruslení";"Mistrovství světa v krasobruslení";"16248.4375";"6995.0625";"3.6250"
"6074";"4";"1";"1";"7";"0.00";"Krasobruslení";"Mistrovství světa v krasobruslení";"5222.1765";"5222.1765";"1.0000"
"5743";"4";"2";"3";"6";"2.00";"Biatlon";"Světový pohár, Oslo";"12990.0000";"4330.0000";"4.0000"
"5744";"4";"2";"3";"6";"2.00";"Biatlon";"Světový pohár, Oslo";"13990.0000";"2798.0000";"6.0000"
"5656";"4";"1";"1";"7";"0.00";"Biatlon";;"1.0000";"0.0000";"7.0000"
"6070";"4";"1";"1";"7";"0.00";"Fotbal:Německo";"Bundesliga";"9170.0000";"9170.0000";"1.0000"
"5649";"4";"1";"3";"6";"2.00";"Dostihy";;"10990.0000";"5495.0000";"3.0000"
"5822";"2";"3";"3";"7";"0.00";"Srí Lanka";;"64990.0000";"4999.0000";"14.0000"
"5648";"4";"1";"1";"7";"0.00";"Dostihy";;"1.0000";"1.0000";"2.0000"
"5601";"2";"2";"3";"6";"2.00";"Cesty za uměním:Nepál";;"48990.0000";"6123.0000";"9.0000"
"5999";"4";"1";"3";"6";"2.00";"Hokej:USA";"NHL";"19790.0000";"4947.0000";"5.0000"
"5910";"3";"3";"1";"0";"3.00";"Česká republika";"Karlovy Vary";"5934.0000";"989.0000";"7.0000"
"6086";"2";"1";"3";"7";"0.00";"Švýcarsko";;"13890.0000";"4630.0000";"4.0000"
"6148";"3";"2";"1";"7";"4.00";"Slovensko";"Bešeňová";"3993.5000";"390.0000";"11.5000"
"6050";"4";"2";"1";"6";"2.00";"Fotbal";"Liga mistrů";"15993.0000";"15993.0000";"2.0000"
"5792";"4";"2";"3";"6";"2.00";"Tenis";"Dubai";"0.0000";"0.0000";"14.0000"
"6071";"3";"3";"1";"0";"4.00";"Česká republika";"Teplice nad Bečvou";"2923.0000";"1462.0000";"3.0000"
"6072";"3";"3";"1";"0";"0.00";"Česká republika";"Teplice nad Bečvou";"2830.0000";"1415.0000";"3.0000"
"6097";"3";"3";"1";"0";"0.00";"Česká republika";"Teplice nad Bečvou";"2630.0000";"1315.0000";"3.0000"
"6098";"3";"3";"1";"0";"0.00";"Česká republika";"Teplice nad Bečvou";"3565.0000";"831.6667";"5.3333"
"6095";"4";"1";"3";"6";"2.00";"Fotbal";;"22990.0000";"22990.0000";"2.0000"
"5482";"4";"1";"1";"7";"0.00";"Jižní Korea:Olympijské hry";;"1.0000";"0.0000";"17.0000"
"6065";"4";"2";"3";"6";"2.00";"Tenis";"Dubai";"44990.0000";"6427.0000";"8.0000"
"5542";"4";"1";"3";"6";"2.00";"Jižní Korea:Olympijské hry";;"60990.0000";"8712.7500";"8.0000"
"5761";"4";"1";"3";"6";"2.00";"Hokej:USA";"NHL:NHL s průvodcem";"25990.0000";"6497.0000";"5.0000"
"5942";"4";"1";"3";"6";"2.00";"Jižní Korea:Olympijské hry";;"41490.0000";"5927.0000";"8.0000"
"6088";"4";"1";"3";"6";"2.00";"Jižní Korea:Olympijské hry";;"47990.0000";"6856.0000";"8.0000"
"6100";"29";"2";"3";"7";"0.00";"Eurovíkendy:Itálie";"Florencie";"9908.2653";"4317.5918";"3.3878"
"5510";"4";"2";"3";"6";"2.00";"Jižní Korea:Olympijské hry";;"35605.3846";"5934.0385";"7.0000"
"6025";"7";"2";"1";"6";"3.00";"Slovensko";"Vysoké Tatry";"8012.5000";"977.5000";"10.7500"
"6076";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"3435.0000";"1718.0000";"3.0000"
"6078";"4";"1";"3";"6";"2.00";"Jižní Korea:Olympijské hry";;"36990.0000";"6165.0000";"7.0000"
"5911";"4";"1";"3";"7";"3.00";"Hokej:USA";"NHL";"18400.0000";"3680.0000";"6.0000"
"6089";"6";"1";"2";"7";"0.00";"Německo";;"450.0000";"450.0000";"1.0000"
"6060";"3";"3";"1";"0";"3.50";"Česká republika";"Luhačovice";"2395.0000";"1198.0000";"3.0000"
"5851";"4";"1";"1";"7";"0.00";"Hokej";"NHL";"4070.5422";"4070.5422";"1.0000"
"6037";"4";"1";"1";"7";"0.00";"Letectví";"Spojené Arabské Emiráty";"1.0000";"1.0000";"2.0000"
"5747";"4";"2";"1";"6";"2.00";"Biatlon";"Světový pohár, Anterselva";"1290.0000";"258.0000";"6.0000"
"5878";"4";"2";"3";"6";"2.00";"Krasobruslení";"Mistrovství Evropy v krasobruslení";"19490.0000";"3248.0000";"7.0000"
"5599";"4";"1";"1";"7";"0.00";"Krasobruslení";;"1.0000";"0.0000";"7.0000"
"5655";"4";"1";"1";"7";"0.00";"Biatlon";;"1.0000";"0.0000";"4.0000"
"5741";"4";"1";"1";"7";"0.00";"Biatlon";"Světový pohár, Anterselva";"2790.0000";"929.3333";"4.0000"
"5874";"4";"2";"3";"6";"2.00";"Krasobruslení";"Mistrovství Evropy v krasobruslení";"17740.0000";"3548.0000";"6.0000"
"5873";"4";"2";"3";"6";"2.00";"Krasobruslení";"Mistrovství Evropy v krasobruslení";"14750.0000";"3687.0000";"5.0000"
"5823";"2";"2";"3";"7";"0.00";"Omán";;"54980.0000";"4581.0000";"13.0000"
"5871";"4";"2";"3";"6";"2.00";"Krasobruslení";"Mistrovství Evropy v krasobruslení";"13115.0000";"4371.5000";"4.0000"
"5742";"4";"1";"1";"7";"0.00";"Biatlon";"Světový pohár, Anterselva";"912.0000";"912.0000";"1.0000"
"5968";"4";"1";"3";"6";"2.00";"Hokej";"NHL";"23990.0000";"5997.0000";"5.0000"
"5872";"4";"1";"1";"7";"0.00";"Krasobruslení";"Mistrovství Evropy v krasobruslení";"1321.6250";"1321.6250";"1.0000"
"5740";"4";"2";"1";"7";"0.00";"Biatlon";"Světový pohár, Ruhpolding";"1126.6667";"187.3333";"7.0000"
"5654";"4";"1";"1";"7";"0.00";"Biatlon";;"1.0000";"0.0000";"6.0000"
"3300";"4";"1";"2";"7";"0.00";"Biatlon";"Světový pohár, Ruhpolding";"2840.0000";"2840.0000";"1.0000"
"5933";"2";"2";"1";"6";"2.00";"Kambodža";;"15520.0000";"2217.0000";"8.0000"
"5653";"4";"1";"1";"7";"0.00";"Biatlon";;"1.0000";"0.0000";"6.0000"
"5834";"4";"2";"1";"7";"0.00";"Biatlon";"Světový pohár, Oberhof";"1400.0000";"466.0000";"4.0000"
"5806";"4";"1";"2";"7";"0.00";"Biatlon";"Světový pohár, Oberhof";"2420.0000";"2420.0000";"1.0000"
"5967";"4";"1";"1";"7";"0.00";"Hokej";"NHL";"2961.0000";"2961.0000";"1.0000"
"6038";"4";"1";"2";"7";"0.00";"Biatlon";"Světový pohár, Oberhof";"495.0000";"495.0000";"1.0000"
"5775";"3";"3";"1";"7";"0.00";"Vánoce a Silvestr";"Česká republika";"11270.0000";"2817.0000";"5.0000"
"5814";"3";"3";"1";"7";"4.00";"Slovensko:Vánoce a Silvestr";"Slovensko";"8458.4000";"2500.2000";"4.4000"
"5840";"3";"3";"1";"6";"3.00";"Vánoce a Silvestr";"Slovensko";"0.0000";"0.0000";"3.0000"
"5879";"3";"3";"1";"6";"3.00";"Vánoce a Silvestr";"Slovensko";"6174.0000";"1543.0000";"5.0000"
"5882";"3";"4";"1";"7";"0.00";"Vánoce a Silvestr";"Česká republika";"8990.0000";"1498.0000";"7.0000"
"5883";"3";"4";"1";"0";"4.00";"Vánoce a Silvestr";"Česká republika";"12040.0000";"2007.0000";"7.0000"
"5884";"3";"4";"1";"0";"4.00";"Vánoce a Silvestr";"Česká republika";"10790.0000";"1798.0000";"7.0000"
"5885";"3";"4";"1";"0";"4.00";"Vánoce a Silvestr";"Česká republika";"12040.0000";"2007.0000";"7.0000"
"5893";"3";"3";"1";"6";"2.00";"Vánoce a Silvestr";"Slovensko";"4825.0000";"4825.0000";"1.0000"
"5973";"3";"3";"1";"0";"3.00";"Vánoce a Silvestr";"Slovensko";"9304.0000";"1861.0000";"6.0000"
"5771";"3";"3";"1";"0";"3.00";"Vánoce a Silvestr";"Slovensko";"9990.0000";"1998.0000";"6.0000"
"5841";"3";"3";"1";"6";"3.00";"Vánoce a Silvestr";"Slovensko";"5095.0000";"1274.0000";"5.0000"
"5842";"3";"3";"1";"6";"3.00";"Vánoce a Silvestr";"Slovensko";"5095.0000";"1274.0000";"5.0000"
"5847";"3";"4";"1";"0";"4.00";"Vánoce a Silvestr";"Česká republika";"6790.0000";"2263.0000";"4.0000"
"5848";"3";"4";"1";"0";"4.00";"Vánoce a Silvestr";"Česká republika";"6790.0000";"2263.0000";"4.0000"
"5849";"3";"4";"1";"0";"4.00";"Vánoce a Silvestr";"Česká republika";"6090.0000";"2030.0000";"4.0000"
"5850";"3";"4";"1";"7";"0.00";"Vánoce a Silvestr";"Česká republika";"5890.0000";"1963.0000";"4.0000"
"5888";"3";"2";"1";"6";"2.00";"Vánoce a Silvestr";"Slovensko";"1920.0000";"960.0000";"3.0000"
"5889";"3";"2";"1";"6";"2.00";"Vánoce a Silvestr";"Slovensko";"2840.0000";"947.0000";"4.0000"
"5909";"3";"3";"1";"7";"0.00";"Vánoce a Silvestr";"Slovensko";"6190.0000";"1547.0000";"5.0000"
"5919";"3";"4";"1";"0";"0.00";"Vánoce a Silvestr";"Česká republika";"5218.0000";"1304.0000";"5.0000"
"5975";"3";"3";"1";"0";"3.00";"Vánoce a Silvestr";"Slovensko";"7733.0000";"1933.0000";"5.0000"
"6035";"3";"2";"1";"0";"0.00";"Slovensko";"Dunajská Streda";"6190.0000";"1547.0000";"5.0000"
"6036";"3";"2";"1";"0";"0.00";"Slovensko";"Dunajská Streda";"3990.0000";"1330.0000";"4.0000"
"5361";"2";"2";"4";"6";"2.00";"Německo";;"3840.0000";"3840.0000";"2.0000"
"5362";"2";"2";"4";"6";"2.00";"Německo";;"4240.0000";"4240.0000";"2.0000"
"5363";"2";"2";"4";"6";"2.00";"Polsko";;"3620.0000";"3620.0000";"2.0000"
"5844";"3";"3";"1";"0";"4.00";"Vánoce a Silvestr";"Česká republika";"5140.0000";"1713.0000";"4.0000"
"5845";"3";"3";"1";"0";"4.00";"Vánoce a Silvestr";"Česká republika";"5140.0000";"1713.0000";"4.0000"
"5846";"3";"3";"1";"0";"4.00";"Vánoce a Silvestr";"Česká republika";"4390.0000";"1463.0000";"4.0000"
"5687";"2";"1";"3";"7";"3.00";"Skotsko";;"9484.6667";"3161.3333";"4.0000"
"5816";"7";"3";"1";"6";"3.00";"Vánoce a Silvestr na horách";"Slovensko";"8377.0000";"2094.0000";"5.0000"
"5989";"4";"1";"1";"7";"0.00";"Hokej";"NHL";"3852.0000";"3852.0000";"1.0000"
"5813";"3";"3";"1";"7";"4.00";"Slovensko:Vánoce a Silvestr";"Slovensko";"6912.0000";"1728.0000";"5.0000"
"5818";"7";"3";"1";"6";"3.00";"Vánoce a Silvestr na horách";"Slovensko";"6852.0000";"1713.0000";"5.0000"
"5843";"3";"4";"1";"0";"4.00";"Vánoce a Silvestr";"Česká republika";"8316.5000";"1663.5000";"6.0000"
"5852";"3";"3";"1";"7";"4.00";"Slovensko:Vánoce a Silvestr";"Slovensko";"6088.0000";"1522.0000";"5.0000"
"5839";"3";"2";"1";"6";"3.00";"Vánoce a Silvestr";"Slovensko";"2218.0000";"554.0000";"5.0000"
"5996";"6";"1";"1";"7";"0.00";"Česká republika";;"990.0000";"990.0000";"1.0000"
"5248";"3";"1";"1";"7";"0.00";"Slovensko";"Velký Meder";"537.0000";"537.0000";"2.0000"
"5470";"3";"3";"1";"0";"3.00";"Slovensko";"Turčianské Teplice";"9190.0000";"4595.0000";"3.0000"
"1474";"5";"3";"1";"7";"0.00";"Rakousko";;"8620.0000";"1695.0000";"5.5000"
"5807";"7";"2";"1";"6";"3.00";"Slovensko";"Vysoké Tatry";"5750.3333";"1121.3333";"6.0000"
"5808";"7";"2";"1";"6";"3.00";"Slovensko";"Vysoké Tatry";"6430.0000";"1251.0000";"6.0000"
"5809";"7";"2";"1";"6";"3.00";"Slovensko";"Vysoké Tatry";"5611.3333";"1115.3333";"6.0000"
"5810";"7";"2";"1";"6";"3.00";"Slovensko";"Nízké Tatry";"8982.5714";"2072.1429";"5.4286"
"5811";"7";"2";"1";"7";"0.00";"Slovensko";"Vysoké Tatry";"4495.6667";"936.3333";"6.0000"
"5812";"7";"3";"1";"6";"2.00";"Slovensko";"Nízké Tatry";"7292.0000";"1040.8000";"8.0000"
"5815";"3";"2";"1";"7";"4.00";"Slovensko";"Bešeňová";"6378.5294";"1218.4706";"6.2353"
"6034";"3";"2";"1";"0";"0.00";"Slovensko";"Dunajská Streda";"3990.0000";"1330.0000";"4.0000"
"5333";"3";"3";"1";"0";"4.00";"Česká republika";"Poděbrady";"3455.5556";"1727.7778";"3.0000"
"5339";"3";"3";"1";"6";"3.00";"Česká republika:Česká republika, víkendové pobyty";"Jáchymov";"13533.7500";"1933.5000";"8.0000"
"5340";"3";"3";"1";"0";"3.00";"Česká republika";"Jáchymov";"11575.0000";"1653.2500";"8.0000"
"5406";"3";"3";"1";"7";"0.00";"Slovensko";"Kúpele Lúčky";"9420.0000";"1345.0000";"8.0000"
"5441";"3";"3";"1";"7";"0.00";"Slovensko";"Kúpele Lúčky";"5867.0000";"978.0000";"7.0000"
"5988";"3";"3";"1";"6";"3.00";"Česká republika:Česká republika, víkendové pobyty";"Jáchymov";"25613.7500";"1829.2500";"15.0000"
"6015";"3";"3";"1";"0";"0.00";"Česká republika";"Teplice nad Bečvou";"2490.0000";"138.0000";"19.0000"
"5824";"3";"3";"1";"0";"3.00";"Slovensko";"Dudince";"2067.0000";"1033.0000";"3.0000"
"5934";"3";"4";"1";"7";"0.00";"Slovensko";"Sliač";"3150.0000";"780.6667";"7.3333"
"5944";"4";"2";"3";"6";"2.00";"Anglie:Fotbal";"Premier League";"17990.0000";"17990.0000";"2.0000"
"6016";"3";"3";"1";"7";"0.00";"Slovensko";"Piešťany";"1345.0000";"389.5000";"10.0000"
"5222";"3";"3";"1";"0";"3.00";"Česká republika";"Třeboň";"1193.0000";"597.0000";"3.0000"
"5271";"3";"3";"1";"6";"2.00";"Česká republika";"Františkovy Lázně";"5870.0000";"1174.0000";"6.0000"
"5303";"3";"3";"1";"6";"2.00";"Slovensko";"Piešťany";"5750.0000";"958.0000";"7.0000"
"5304";"3";"3";"1";"6";"2.00";"Slovensko";"Piešťany";"4750.0000";"791.3333";"7.0000"
"5305";"3";"4";"1";"0";"3.00";"Česká republika";"Františkovy Lázně";"5220.0000";"915.4000";"7.6000"
"5355";"3";"3";"1";"0";"4.00";"Česká republika";"Karlovy Vary";"3990.0000";"1995.0000";"3.0000"
"5356";"3";"3";"1";"0";"4.00";"Česká republika";"Karlovy Vary";"8990.0000";"1798.0000";"6.0000"
"5376";"3";"2";"1";"6";"2.00";"Česká republika";"Třeboň";"775.0000";"388.0000";"3.0000"
"5383";"3";"3";"1";"6";"3.00";"Vánoce a Silvestr";"Slovensko";"5170.0000";"1034.0000";"6.0000"
"5384";"3";"3";"1";"6";"3.00";"Vánoce a Silvestr";"Slovensko";"4065.0000";"813.0000";"6.0000"
"5385";"3";"3";"1";"6";"3.00";"Vánoce a Silvestr";"Slovensko";"2370.0000";"1185.0000";"3.0000"
"5426";"3";"3";"1";"0";"3.50";"Slovensko";"Červený Kláštor, Pieniny";"2047.0000";"1023.0000";"3.0000"
"5427";"3";"3";"1";"0";"3.50";"Slovensko";"Červený Kláštor, Pieniny";"4567.0000";"913.0000";"6.0000"
"5428";"3";"3";"1";"0";"3.50";"Slovensko";"Červený Kláštor, Pieniny";"6610.0000";"1322.0000";"6.0000"
"5430";"3";"3";"1";"0";"3.50";"Slovensko";"Červený Kláštor, Pieniny";"2880.0000";"1440.0000";"3.0000"
"5431";"3";"3";"1";"0";"3.50";"Slovensko";"Červený Kláštor, Pieniny";"10090.0000";"1681.0000";"7.0000"
"5444";"3";"3";"1";"6";"3.00";"Slovensko";"Piešťany";"9440.0000";"1348.0000";"8.0000"
"5445";"3";"3";"1";"6";"3.00";"Vánoce a Silvestr";"Slovensko";"6815.0000";"973.0000";"8.0000"
"5446";"3";"3";"1";"6";"3.00";"Slovensko";"Piešťany";"4950.0000";"1650.0000";"4.0000"
"5447";"3";"3";"1";"6";"3.00";"Slovensko";"Piešťany";"9198.3333";"1532.8333";"7.0000"
"5495";"3";"3";"1";"0";"3.00";"Česká republika";"Libverda";"3160.0000";"1580.0000";"3.0000"
"5514";"3";"3";"1";"0";"3.00";"Slovensko";"Termalpark Nitrava";"2050.0000";"1025.0000";"3.0000"
"5515";"3";"3";"1";"0";"3.00";"Slovensko";"Termalpark Nitrava";"3856.7500";"1285.5000";"4.0000"
"5516";"3";"3";"1";"0";"3.00";"Slovensko";"Termalpark Nitrava";"6527.0000";"1631.7500";"5.0000"
"5642";"3";"3";"1";"6";"3.00";"Česká republika";"Mariánské Lázně";"4994.0000";"1664.4000";"4.0000"
"5752";"3";"3";"1";"0";"4.00";"Česká republika";"Poděbrady";"6542.5000";"1090.0000";"7.0000"
"5754";"3";"3";"1";"0";"4.00";"Česká republika";"Poděbrady";"3879.0000";"1293.2000";"4.0000"
"5755";"3";"3";"1";"0";"4.00";"Česká republika";"Poděbrady";"2534.0000";"1266.6000";"3.0000"
"5798";"3";"3";"1";"6";"2.00";"Slovensko";"Piešťany";"7140.0000";"1190.0000";"7.0000"
"5890";"3";"2";"1";"0";"3.00";"Slovensko";"Dunajská Streda";"1123.6667";"1123.6667";"2.0000"
"5912";"3";"3";"1";"0";"4.00";"Slovensko";"Trenčianské Teplice";"6310.0000";"1754.8000";"6.0000"
"5913";"3";"3";"1";"0";"4.00";"Slovensko";"Trenčianské Teplice";"3570.0000";"1785.0000";"3.0000"
"5914";"3";"3";"1";"0";"4.00";"Slovensko";"Trenčianské Teplice";"9910.0000";"1776.0000";"7.1667"
"5943";"4";"2";"3";"6";"2.00";"Anglie:Fotbal";"Premier League";"14990.0000";"14990.0000";"2.0000"
"5964";"3";"3";"1";"6";"2.00";"Slovensko";"Piešťany";"1395.0000";"698.0000";"3.0000"
"5993";"4";"1";"1";"7";"0.00";"Americký fotbal";;"1100.0000";"1100.0000";"1.0000"
"5594";"3";"2";"1";"0";"0.00";"Česká republika";"Janské lázně";"334.0000";"334.0000";"2.0000"
